,imagename,Channels,Height,Width,Zero_non_zero_pixel_ratio,minPixelValue,maxPixelValue,class
4923,../input/eurosat-dataset/EuroSATallBands/Highway/Highway_1718.tif,13,64,64,0.0,12.0,4662.0,Highway
3791,../input/eurosat-dataset/EuroSATallBands/Highway/Highway_368.tif,13,64,64,0.0,8.0,4989.0,Highway
5947,../input/eurosat-dataset/EuroSATallBands/Highway/Highway_2382.tif,13,64,64,0.0,12.0,4152.0,Highway
6167,../input/eurosat-dataset/EuroSATallBands/Highway/Highway_1377.tif,13,64,64,0.0,9.0,4724.0,Highway
5859,../input/eurosat-dataset/EuroSATallBands/Highway/Highway_1126.tif,13,64,64,0.0,9.0,4918.0,Highway
5551,../input/eurosat-dataset/EuroSATallBands/Highway/Highway_2216.tif,13,64,64,0.0,5.0,4305.0,Highway
5589,../input/eurosat-dataset/EuroSATallBands/Highway/Highway_1874.tif,13,64,64,0.0,10.0,4952.0,Highway
3936,../input/eurosat-dataset/EuroSATallBands/Highway/Highway_1978.tif,13,64,64,0.0,9.0,4598.0,Highway
6183,../input/eurosat-dataset/EuroSATallBands/Highway/Highway_240.tif,13,64,64,0.0,9.0,5156.0,Highway
5077,../input/eurosat-dataset/EuroSATallBands/Highway/Highway_1513.tif,13,64,64,0.0,7.0,3840.0,Highway
6130,../input/eurosat-dataset/EuroSATallBands/Highway/Highway_273.tif,13,64,64,0.0,8.0,3441.0,Highway
5026,../input/eurosat-dataset/EuroSATallBands/Highway/Highway_1001.tif,13,64,64,0.0,10.0,5455.0,Highway
4673,../input/eurosat-dataset/EuroSATallBands/Highway/Highway_61.tif,13,64,64,0.0,8.0,4733.0,Highway
5337,../input/eurosat-dataset/EuroSATallBands/Highway/Highway_1620.tif,13,64,64,0.0,10.0,5249.0,Highway
5507,../input/eurosat-dataset/EuroSATallBands/Highway/Highway_862.tif,13,64,64,0.0,10.0,5012.0,Highway
6147,../input/eurosat-dataset/EuroSATallBands/Highway/Highway_903.tif,13,64,64,0.0,6.0,3303.0,Highway
4900,../input/eurosat-dataset/EuroSATallBands/Highway/Highway_1041.tif,13,64,64,0.0,11.0,3757.0,Highway
5136,../input/eurosat-dataset/EuroSATallBands/Highway/Highway_2180.tif,13,64,64,0.0,7.0,4488.0,Highway
4073,../input/eurosat-dataset/EuroSATallBands/Highway/Highway_2227.tif,13,64,64,0.0,7.0,3078.0,Highway
4993,../input/eurosat-dataset/EuroSATallBands/Highway/Highway_235.tif,13,64,64,0.0,9.0,2706.0,Highway
5569,../input/eurosat-dataset/EuroSATallBands/Highway/Highway_2287.tif,13,64,64,0.0,8.0,3982.0,Highway
4162,../input/eurosat-dataset/EuroSATallBands/Highway/Highway_503.tif,13,64,64,0.0,8.0,4908.0,Highway
6043,../input/eurosat-dataset/EuroSATallBands/Highway/Highway_2030.tif,13,64,64,0.0,12.0,4758.0,Highway
4452,../input/eurosat-dataset/EuroSATallBands/Highway/Highway_72.tif,13,64,64,0.0,5.0,5021.0,Highway
5067,../input/eurosat-dataset/EuroSATallBands/Highway/Highway_2167.tif,13,64,64,0.0,6.0,4480.0,Highway
4779,../input/eurosat-dataset/EuroSATallBands/Highway/Highway_1245.tif,13,64,64,0.0,9.0,3072.0,Highway
5561,../input/eurosat-dataset/EuroSATallBands/Highway/Highway_859.tif,13,64,64,0.0,8.0,3479.0,Highway
3998,../input/eurosat-dataset/EuroSATallBands/Highway/Highway_2361.tif,13,64,64,0.0,7.0,3877.0,Highway
4564,../input/eurosat-dataset/EuroSATallBands/Highway/Highway_1009.tif,13,64,64,0.0,6.0,4021.0,Highway
5570,../input/eurosat-dataset/EuroSATallBands/Highway/Highway_2449.tif,13,64,64,0.0,6.0,4802.0,Highway
3841,../input/eurosat-dataset/EuroSATallBands/Highway/Highway_205.tif,13,64,64,0.0,7.0,4401.0,Highway
4196,../input/eurosat-dataset/EuroSATallBands/Highway/Highway_2102.tif,13,64,64,0.0,9.0,5445.0,Highway
3779,../input/eurosat-dataset/EuroSATallBands/Highway/Highway_1063.tif,13,64,64,0.0,9.0,3420.0,Highway
4164,../input/eurosat-dataset/EuroSATallBands/Highway/Highway_601.tif,13,64,64,0.0,10.0,5012.0,Highway
5222,../input/eurosat-dataset/EuroSATallBands/Highway/Highway_2155.tif,13,64,64,0.0,7.0,4230.0,Highway
6012,../input/eurosat-dataset/EuroSATallBands/Highway/Highway_2092.tif,13,64,64,0.0,6.0,4958.0,Highway
4623,../input/eurosat-dataset/EuroSATallBands/Highway/Highway_1918.tif,13,64,64,0.0,10.0,4456.0,Highway
3893,../input/eurosat-dataset/EuroSATallBands/Highway/Highway_2233.tif,13,64,64,0.0,21.0,5379.0,Highway
3760,../input/eurosat-dataset/EuroSATallBands/Highway/Highway_936.tif,13,64,64,0.0,9.0,4755.0,Highway
6088,../input/eurosat-dataset/EuroSATallBands/Highway/Highway_441.tif,13,64,64,0.0,15.0,4396.0,Highway
3961,../input/eurosat-dataset/EuroSATallBands/Highway/Highway_653.tif,13,64,64,0.0,9.0,5073.0,Highway
5548,../input/eurosat-dataset/EuroSATallBands/Highway/Highway_2303.tif,13,64,64,0.0,6.0,5294.0,Highway
5761,../input/eurosat-dataset/EuroSATallBands/Highway/Highway_1768.tif,13,64,64,0.0,7.0,5367.0,Highway
5234,../input/eurosat-dataset/EuroSATallBands/Highway/Highway_2482.tif,13,64,64,0.0,16.0,5000.0,Highway
4039,../input/eurosat-dataset/EuroSATallBands/Highway/Highway_2282.tif,13,64,64,0.0,10.0,4725.0,Highway
4937,../input/eurosat-dataset/EuroSATallBands/Highway/Highway_2338.tif,13,64,64,0.0,7.0,5237.0,Highway
5091,../input/eurosat-dataset/EuroSATallBands/Highway/Highway_1276.tif,13,64,64,0.0,13.0,5197.0,Highway
4021,../input/eurosat-dataset/EuroSATallBands/Highway/Highway_547.tif,13,64,64,0.0,14.0,4617.0,Highway
6182,../input/eurosat-dataset/EuroSATallBands/Highway/Highway_729.tif,13,64,64,0.0,9.0,5367.0,Highway
4138,../input/eurosat-dataset/EuroSATallBands/Highway/Highway_552.tif,13,64,64,0.0,8.0,5180.0,Highway
4744,../input/eurosat-dataset/EuroSATallBands/Highway/Highway_2115.tif,13,64,64,0.0,8.0,5084.0,Highway
5357,../input/eurosat-dataset/EuroSATallBands/Highway/Highway_435.tif,13,64,64,0.0,10.0,5025.0,Highway
4111,../input/eurosat-dataset/EuroSATallBands/Highway/Highway_2312.tif,13,64,64,0.0,8.0,5482.0,Highway
5500,../input/eurosat-dataset/EuroSATallBands/Highway/Highway_200.tif,13,64,64,0.0,10.0,3744.0,Highway
5016,../input/eurosat-dataset/EuroSATallBands/Highway/Highway_929.tif,13,64,64,0.0,7.0,4708.0,Highway
4997,../input/eurosat-dataset/EuroSATallBands/Highway/Highway_446.tif,13,64,64,0.0,8.0,4693.0,Highway
5036,../input/eurosat-dataset/EuroSATallBands/Highway/Highway_1094.tif,13,64,64,0.0,6.0,3219.0,Highway
4355,../input/eurosat-dataset/EuroSATallBands/Highway/Highway_2009.tif,13,64,64,0.0,8.0,5497.0,Highway
4022,../input/eurosat-dataset/EuroSATallBands/Highway/Highway_2424.tif,13,64,64,0.0,14.0,4130.0,Highway
5471,../input/eurosat-dataset/EuroSATallBands/Highway/Highway_2100.tif,13,64,64,0.0,8.0,4673.0,Highway
5172,../input/eurosat-dataset/EuroSATallBands/Highway/Highway_614.tif,13,64,64,0.0,7.0,5330.0,Highway
4604,../input/eurosat-dataset/EuroSATallBands/Highway/Highway_1395.tif,13,64,64,0.0,9.0,5363.0,Highway
3988,../input/eurosat-dataset/EuroSATallBands/Highway/Highway_1474.tif,13,64,64,0.0,8.0,5076.0,Highway
5488,../input/eurosat-dataset/EuroSATallBands/Highway/Highway_566.tif,13,64,64,0.0,7.0,4832.0,Highway
4687,../input/eurosat-dataset/EuroSATallBands/Highway/Highway_381.tif,13,64,64,0.0,11.0,4514.0,Highway
4226,../input/eurosat-dataset/EuroSATallBands/Highway/Highway_1740.tif,13,64,64,0.0,8.0,4670.0,Highway
4933,../input/eurosat-dataset/EuroSATallBands/Highway/Highway_486.tif,13,64,64,0.0,9.0,3781.0,Highway
5872,../input/eurosat-dataset/EuroSATallBands/Highway/Highway_949.tif,13,64,64,0.0,19.0,5184.0,Highway
5258,../input/eurosat-dataset/EuroSATallBands/Highway/Highway_2296.tif,13,64,64,0.0,8.0,4879.0,Highway
5891,../input/eurosat-dataset/EuroSATallBands/Highway/Highway_2016.tif,13,64,64,0.0,7.0,4304.0,Highway
5415,../input/eurosat-dataset/EuroSATallBands/Highway/Highway_2097.tif,13,64,64,0.0,8.0,4494.0,Highway
6066,../input/eurosat-dataset/EuroSATallBands/Highway/Highway_1619.tif,13,64,64,0.0,12.0,4632.0,Highway
4512,../input/eurosat-dataset/EuroSATallBands/Highway/Highway_468.tif,13,64,64,0.0,13.0,4718.0,Highway
5137,../input/eurosat-dataset/EuroSATallBands/Highway/Highway_2292.tif,13,64,64,0.0,11.0,4642.0,Highway
4895,../input/eurosat-dataset/EuroSATallBands/Highway/Highway_87.tif,13,64,64,0.0,4.0,5060.0,Highway
4251,../input/eurosat-dataset/EuroSATallBands/Highway/Highway_2194.tif,13,64,64,0.0,7.0,5198.0,Highway
5404,../input/eurosat-dataset/EuroSATallBands/Highway/Highway_403.tif,13,64,64,0.0,5.0,5018.0,Highway
5296,../input/eurosat-dataset/EuroSATallBands/Highway/Highway_295.tif,13,64,64,0.0,9.0,4239.0,Highway
4938,../input/eurosat-dataset/EuroSATallBands/Highway/Highway_1582.tif,13,64,64,0.0,7.0,3912.0,Highway
5354,../input/eurosat-dataset/EuroSATallBands/Highway/Highway_1541.tif,13,64,64,0.0,9.0,3503.0,Highway
4884,../input/eurosat-dataset/EuroSATallBands/Highway/Highway_911.tif,13,64,64,0.0,11.0,3876.0,Highway
5965,../input/eurosat-dataset/EuroSATallBands/Highway/Highway_2377.tif,13,64,64,0.0,5.0,4650.0,Highway
3973,../input/eurosat-dataset/EuroSATallBands/Highway/Highway_2391.tif,13,64,64,0.0,6.0,4398.0,Highway
5134,../input/eurosat-dataset/EuroSATallBands/Highway/Highway_1007.tif,13,64,64,0.0,4.0,4613.0,Highway
3808,../input/eurosat-dataset/EuroSATallBands/Highway/Highway_1516.tif,13,64,64,0.0,10.0,4182.0,Highway
5382,../input/eurosat-dataset/EuroSATallBands/Highway/Highway_309.tif,13,64,64,0.0,8.0,4499.0,Highway
4708,../input/eurosat-dataset/EuroSATallBands/Highway/Highway_2141.tif,13,64,64,0.0,22.0,3928.0,Highway
4067,../input/eurosat-dataset/EuroSATallBands/Highway/Highway_227.tif,13,64,64,0.0,9.0,5093.0,Highway
6108,../input/eurosat-dataset/EuroSATallBands/Highway/Highway_1967.tif,13,64,64,0.0,15.0,5386.0,Highway
5713,../input/eurosat-dataset/EuroSATallBands/Highway/Highway_982.tif,13,64,64,0.0,9.0,4566.0,Highway
6077,../input/eurosat-dataset/EuroSATallBands/Highway/Highway_1331.tif,13,64,64,0.0,15.0,5268.0,Highway
3868,../input/eurosat-dataset/EuroSATallBands/Highway/Highway_767.tif,13,64,64,0.0,11.0,5492.0,Highway
4973,../input/eurosat-dataset/EuroSATallBands/Highway/Highway_2193.tif,13,64,64,0.0,11.0,4913.0,Highway
5017,../input/eurosat-dataset/EuroSATallBands/Highway/Highway_128.tif,13,64,64,0.0,10.0,5167.0,Highway
4608,../input/eurosat-dataset/EuroSATallBands/Highway/Highway_294.tif,13,64,64,0.0,8.0,4511.0,Highway
3971,../input/eurosat-dataset/EuroSATallBands/Highway/Highway_1800.tif,13,64,64,0.0,5.0,4318.0,Highway
4084,../input/eurosat-dataset/EuroSATallBands/Highway/Highway_1375.tif,13,64,64,0.0,12.0,4654.0,Highway
4308,../input/eurosat-dataset/EuroSATallBands/Highway/Highway_2032.tif,13,64,64,0.0,8.0,5460.0,Highway
5857,../input/eurosat-dataset/EuroSATallBands/Highway/Highway_75.tif,13,64,64,0.0,8.0,4525.0,Highway
4415,../input/eurosat-dataset/EuroSATallBands/Highway/Highway_2453.tif,13,64,64,0.0,7.0,5468.0,Highway
5889,../input/eurosat-dataset/EuroSATallBands/Highway/Highway_76.tif,13,64,64,0.0,7.0,4267.0,Highway
4442,../input/eurosat-dataset/EuroSATallBands/Highway/Highway_290.tif,13,64,64,0.0,7.0,4219.0,Highway
5912,../input/eurosat-dataset/EuroSATallBands/Highway/Highway_1549.tif,13,64,64,0.0,12.0,4092.0,Highway
6246,../input/eurosat-dataset/EuroSATallBands/Highway/Highway_2215.tif,13,64,64,0.0,7.0,4597.0,Highway
5944,../input/eurosat-dataset/EuroSATallBands/Highway/Highway_1422.tif,13,64,64,0.0,8.0,5198.0,Highway
4387,../input/eurosat-dataset/EuroSATallBands/Highway/Highway_1518.tif,13,64,64,0.0,7.0,4554.0,Highway
5099,../input/eurosat-dataset/EuroSATallBands/Highway/Highway_1850.tif,13,64,64,0.0,7.0,5120.0,Highway
4622,../input/eurosat-dataset/EuroSATallBands/Highway/Highway_1926.tif,13,64,64,0.0,8.0,5443.0,Highway
3959,../input/eurosat-dataset/EuroSATallBands/Highway/Highway_1250.tif,13,64,64,0.0,10.0,3267.0,Highway
5975,../input/eurosat-dataset/EuroSATallBands/Highway/Highway_94.tif,13,64,64,0.0,7.0,3681.0,Highway
5135,../input/eurosat-dataset/EuroSATallBands/Highway/Highway_1242.tif,13,64,64,0.0,8.0,5099.0,Highway
5616,../input/eurosat-dataset/EuroSATallBands/Highway/Highway_148.tif,13,64,64,0.0,6.0,4242.0,Highway
4159,../input/eurosat-dataset/EuroSATallBands/Highway/Highway_1675.tif,13,64,64,0.0,9.0,4532.0,Highway
4490,../input/eurosat-dataset/EuroSATallBands/Highway/Highway_1557.tif,13,64,64,0.0,13.0,5228.0,Highway
4489,../input/eurosat-dataset/EuroSATallBands/Highway/Highway_197.tif,13,64,64,0.0,12.0,3927.0,Highway
5014,../input/eurosat-dataset/EuroSATallBands/Highway/Highway_1791.tif,13,64,64,0.0,12.0,4817.0,Highway
5651,../input/eurosat-dataset/EuroSATallBands/Highway/Highway_1167.tif,13,64,64,0.0,8.0,5233.0,Highway
5246,../input/eurosat-dataset/EuroSATallBands/Highway/Highway_1209.tif,13,64,64,0.0,6.0,4549.0,Highway
5109,../input/eurosat-dataset/EuroSATallBands/Highway/Highway_1392.tif,13,64,64,0.0,8.0,4056.0,Highway
5074,../input/eurosat-dataset/EuroSATallBands/Highway/Highway_127.tif,13,64,64,0.0,8.0,4240.0,Highway
4297,../input/eurosat-dataset/EuroSATallBands/Highway/Highway_1102.tif,13,64,64,0.0,9.0,4025.0,Highway
6139,../input/eurosat-dataset/EuroSATallBands/Highway/Highway_2332.tif,13,64,64,0.0,12.0,4759.0,Highway
3991,../input/eurosat-dataset/EuroSATallBands/Highway/Highway_2089.tif,13,64,64,0.0,5.0,4765.0,Highway
4652,../input/eurosat-dataset/EuroSATallBands/Highway/Highway_1885.tif,13,64,64,0.0,11.0,4906.0,Highway
5281,../input/eurosat-dataset/EuroSATallBands/Highway/Highway_1419.tif,13,64,64,0.0,6.0,3955.0,Highway
6174,../input/eurosat-dataset/EuroSATallBands/Highway/Highway_1808.tif,13,64,64,0.0,8.0,4673.0,Highway
5931,../input/eurosat-dataset/EuroSATallBands/Highway/Highway_1667.tif,13,64,64,0.0,11.0,4182.0,Highway
3977,../input/eurosat-dataset/EuroSATallBands/Highway/Highway_109.tif,13,64,64,0.0,8.0,4817.0,Highway
6005,../input/eurosat-dataset/EuroSATallBands/Highway/Highway_2153.tif,13,64,64,0.0,12.0,3958.0,Highway
5271,../input/eurosat-dataset/EuroSATallBands/Highway/Highway_1917.tif,13,64,64,0.0,4.0,3038.0,Highway
6031,../input/eurosat-dataset/EuroSATallBands/Highway/Highway_1097.tif,13,64,64,0.0,11.0,4800.0,Highway
6187,../input/eurosat-dataset/EuroSATallBands/Highway/Highway_1788.tif,13,64,64,0.0,8.0,3546.0,Highway
4331,../input/eurosat-dataset/EuroSATallBands/Highway/Highway_1071.tif,13,64,64,0.0,17.0,5123.0,Highway
3999,../input/eurosat-dataset/EuroSATallBands/Highway/Highway_1589.tif,13,64,64,0.0,7.0,4250.0,Highway
6203,../input/eurosat-dataset/EuroSATallBands/Highway/Highway_922.tif,13,64,64,0.0,5.0,3643.0,Highway
5832,../input/eurosat-dataset/EuroSATallBands/Highway/Highway_1050.tif,13,64,64,0.0,8.0,4348.0,Highway
4203,../input/eurosat-dataset/EuroSATallBands/Highway/Highway_935.tif,13,64,64,0.0,6.0,5024.0,Highway
5679,../input/eurosat-dataset/EuroSATallBands/Highway/Highway_651.tif,13,64,64,0.0,8.0,4128.0,Highway
6163,../input/eurosat-dataset/EuroSATallBands/Highway/Highway_1028.tif,13,64,64,0.0,11.0,4759.0,Highway
4461,../input/eurosat-dataset/EuroSATallBands/Highway/Highway_1191.tif,13,64,64,0.0,12.0,4686.0,Highway
6019,../input/eurosat-dataset/EuroSATallBands/Highway/Highway_1935.tif,13,64,64,0.0,8.0,4014.0,Highway
6214,../input/eurosat-dataset/EuroSATallBands/Highway/Highway_49.tif,13,64,64,0.0,5.0,4666.0,Highway
5675,../input/eurosat-dataset/EuroSATallBands/Highway/Highway_186.tif,13,64,64,0.0,13.0,3698.0,Highway
4187,../input/eurosat-dataset/EuroSATallBands/Highway/Highway_1199.tif,13,64,64,0.0,11.0,3722.0,Highway
4124,../input/eurosat-dataset/EuroSATallBands/Highway/Highway_1376.tif,13,64,64,0.0,9.0,4084.0,Highway
5425,../input/eurosat-dataset/EuroSATallBands/Highway/Highway_1939.tif,13,64,64,0.0,7.0,5146.0,Highway
6143,../input/eurosat-dataset/EuroSATallBands/Highway/Highway_377.tif,13,64,64,0.0,9.0,5449.0,Highway
5378,../input/eurosat-dataset/EuroSATallBands/Highway/Highway_2252.tif,13,64,64,0.0,11.0,5333.0,Highway
3921,../input/eurosat-dataset/EuroSATallBands/Highway/Highway_388.tif,13,64,64,0.0,9.0,3819.0,Highway
4603,../input/eurosat-dataset/EuroSATallBands/Highway/Highway_740.tif,13,64,64,0.0,10.0,3311.0,Highway
5685,../input/eurosat-dataset/EuroSATallBands/Highway/Highway_1537.tif,13,64,64,0.0,11.0,4311.0,Highway
3928,../input/eurosat-dataset/EuroSATallBands/Highway/Highway_1427.tif,13,64,64,0.0,11.0,4595.0,Highway
4698,../input/eurosat-dataset/EuroSATallBands/Highway/Highway_319.tif,13,64,64,0.0,8.0,4756.0,Highway
3956,../input/eurosat-dataset/EuroSATallBands/Highway/Highway_694.tif,13,64,64,0.0,8.0,5323.0,Highway
3794,../input/eurosat-dataset/EuroSATallBands/Highway/Highway_1997.tif,13,64,64,0.0,8.0,4828.0,Highway
4755,../input/eurosat-dataset/EuroSATallBands/Highway/Highway_1114.tif,13,64,64,0.0,7.0,4526.0,Highway
3816,../input/eurosat-dataset/EuroSATallBands/Highway/Highway_1258.tif,13,64,64,0.0,13.0,4702.0,Highway
3911,../input/eurosat-dataset/EuroSATallBands/Highway/Highway_332.tif,13,64,64,0.0,10.0,3682.0,Highway
5585,../input/eurosat-dataset/EuroSATallBands/Highway/Highway_2260.tif,13,64,64,0.0,6.0,5402.0,Highway
4866,../input/eurosat-dataset/EuroSATallBands/Highway/Highway_1816.tif,13,64,64,0.0,7.0,5158.0,Highway
4796,../input/eurosat-dataset/EuroSATallBands/Highway/Highway_1301.tif,13,64,64,0.0,10.0,5079.0,Highway
4049,../input/eurosat-dataset/EuroSATallBands/Highway/Highway_2135.tif,13,64,64,0.0,25.0,4844.0,Highway
4243,../input/eurosat-dataset/EuroSATallBands/Highway/Highway_1846.tif,13,64,64,0.0,12.0,5207.0,Highway
5881,../input/eurosat-dataset/EuroSATallBands/Highway/Highway_271.tif,13,64,64,0.0,12.0,4719.0,Highway
4478,../input/eurosat-dataset/EuroSATallBands/Highway/Highway_2376.tif,13,64,64,0.0,6.0,5054.0,Highway
5937,../input/eurosat-dataset/EuroSATallBands/Highway/Highway_755.tif,13,64,64,0.0,10.0,5017.0,Highway
4457,../input/eurosat-dataset/EuroSATallBands/Highway/Highway_905.tif,13,64,64,0.0,11.0,3884.0,Highway
5291,../input/eurosat-dataset/EuroSATallBands/Highway/Highway_495.tif,13,64,64,0.0,8.0,4818.0,Highway
4801,../input/eurosat-dataset/EuroSATallBands/Highway/Highway_1088.tif,13,64,64,0.0,6.0,5095.0,Highway
6039,../input/eurosat-dataset/EuroSATallBands/Highway/Highway_147.tif,13,64,64,0.0,7.0,5323.0,Highway
5693,../input/eurosat-dataset/EuroSATallBands/Highway/Highway_2271.tif,13,64,64,0.0,10.0,4998.0,Highway
3756,../input/eurosat-dataset/EuroSATallBands/Highway/Highway_1603.tif,13,64,64,0.0,10.0,5338.0,Highway
4952,../input/eurosat-dataset/EuroSATallBands/Highway/Highway_2209.tif,13,64,64,0.0,7.0,4878.0,Highway
5424,../input/eurosat-dataset/EuroSATallBands/Highway/Highway_1895.tif,13,64,64,0.0,11.0,3559.0,Highway
4586,../input/eurosat-dataset/EuroSATallBands/Highway/Highway_93.tif,13,64,64,0.0,12.0,4781.0,Highway
5145,../input/eurosat-dataset/EuroSATallBands/Highway/Highway_2163.tif,13,64,64,0.0,7.0,3818.0,Highway
4647,../input/eurosat-dataset/EuroSATallBands/Highway/Highway_1313.tif,13,64,64,0.0,18.0,5079.0,Highway
4483,../input/eurosat-dataset/EuroSATallBands/Highway/Highway_1669.tif,13,64,64,0.0,14.0,4961.0,Highway
6075,../input/eurosat-dataset/EuroSATallBands/Highway/Highway_2004.tif,13,64,64,0.0,8.0,3882.0,Highway
4690,../input/eurosat-dataset/EuroSATallBands/Highway/Highway_211.tif,13,64,64,0.0,13.0,4831.0,Highway
6148,../input/eurosat-dataset/EuroSATallBands/Highway/Highway_1207.tif,13,64,64,0.0,9.0,4410.0,Highway
5164,../input/eurosat-dataset/EuroSATallBands/Highway/Highway_1901.tif,13,64,64,0.0,11.0,4808.0,Highway
4784,../input/eurosat-dataset/EuroSATallBands/Highway/Highway_1201.tif,13,64,64,0.0,7.0,4981.0,Highway
5024,../input/eurosat-dataset/EuroSATallBands/Highway/Highway_545.tif,13,64,64,0.0,9.0,4220.0,Highway
5525,../input/eurosat-dataset/EuroSATallBands/Highway/Highway_969.tif,13,64,64,0.0,7.0,4476.0,Highway
5555,../input/eurosat-dataset/EuroSATallBands/Highway/Highway_1158.tif,13,64,64,0.0,6.0,4943.0,Highway
5089,../input/eurosat-dataset/EuroSATallBands/Highway/Highway_80.tif,13,64,64,0.0,13.0,2932.0,Highway
4475,../input/eurosat-dataset/EuroSATallBands/Highway/Highway_572.tif,13,64,64,0.0,6.0,3314.0,Highway
4293,../input/eurosat-dataset/EuroSATallBands/Highway/Highway_551.tif,13,64,64,0.0,8.0,4265.0,Highway
5921,../input/eurosat-dataset/EuroSATallBands/Highway/Highway_1368.tif,13,64,64,0.0,11.0,3142.0,Highway
5662,../input/eurosat-dataset/EuroSATallBands/Highway/Highway_1657.tif,13,64,64,0.0,6.0,4866.0,Highway
5845,../input/eurosat-dataset/EuroSATallBands/Highway/Highway_1661.tif,13,64,64,0.0,13.0,4891.0,Highway
6029,../input/eurosat-dataset/EuroSATallBands/Highway/Highway_157.tif,13,64,64,0.0,8.0,3493.0,Highway
4966,../input/eurosat-dataset/EuroSATallBands/Highway/Highway_1892.tif,13,64,64,0.0,9.0,4094.0,Highway
4241,../input/eurosat-dataset/EuroSATallBands/Highway/Highway_1753.tif,13,64,64,0.0,8.0,4554.0,Highway
6038,../input/eurosat-dataset/EuroSATallBands/Highway/Highway_1038.tif,13,64,64,0.0,4.0,4328.0,Highway
4063,../input/eurosat-dataset/EuroSATallBands/Highway/Highway_745.tif,13,64,64,0.0,10.0,5283.0,Highway
6059,../input/eurosat-dataset/EuroSATallBands/Highway/Highway_832.tif,13,64,64,0.0,8.0,4703.0,Highway
5202,../input/eurosat-dataset/EuroSATallBands/Highway/Highway_279.tif,13,64,64,0.0,9.0,4245.0,Highway
4337,../input/eurosat-dataset/EuroSATallBands/Highway/Highway_336.tif,13,64,64,0.0,9.0,3784.0,Highway
6132,../input/eurosat-dataset/EuroSATallBands/Highway/Highway_151.tif,13,64,64,0.0,11.0,3820.0,Highway
5215,../input/eurosat-dataset/EuroSATallBands/Highway/Highway_2380.tif,13,64,64,0.0,7.0,3570.0,Highway
3883,../input/eurosat-dataset/EuroSATallBands/Highway/Highway_663.tif,13,64,64,0.0,10.0,4248.0,Highway
6105,../input/eurosat-dataset/EuroSATallBands/Highway/Highway_2370.tif,13,64,64,0.0,12.0,3629.0,Highway
